paragraphs,output
대만계 디자이너 알렉산더 왕 뉴욕타임스에 해명 글 보내 “사실 확인도 없고 익명의 출처 등을 통한 명예훼손 행위” 이데일리 윤정훈 기자 미국에서 활동하는 유명 패션 디자이너 알렉산더 왕 37 이 성폭행 등 혐의에 대해 공식적으로 부인했다. 알렉산더 왕 우측 사진 알렉산더 왕 인스타그램 1일 뉴욕타임즈는 알렉산더 왕이 성폭행 혐의에 대해 부인하는 공식 입장을 표명해왔다며 이를 공개했다. 대만계 미국인인 왕은 지난 2007년 자신의 이름을 딴 패션 브랜드를 낸 세계적인 디자이너다. 왕은 “지난 며칠동안 근거없고 터무니없는 거짓 의혹을 받아왔다”며 “이러한 주장은 어떤 사실 확인도 없고 익명의 출처 등을 통한 명예훼손 행위”라고 말했다. 이어 “소셜미디어 계정을 통해 이같은 잘못된 의혹이 증폭됐다”며 “나는 사람들이 말한것처럼 잔혹한 행동을 한번도 하지 않았다”고 폭로에 대해 전면 부인했다. 왕은 혐의를 부정하는 한편 진상 규명에 대해서도 밝혔다. 왕은 “이런 잘못된 주장을 발본색원하고 온라인 유포 등의 책임을 묻겠다”고 주장했다. 이번 왕의 성추문은 그의 모델로 활동한 적이 있는 오웬 무니가 소셜미디어 틱톡을 통해 2017년 왕에게 성추행을 당했다고 폭로하면서 시작됐다. 당초 무니는 성추행 가해자의 신상을 명시하진 않았으나 여러 팬들이 왕을 지목하자 사실을 털어놨다. 그는 “알렉산더 왕은 성범죄자이며 그는 많은 사람들에게 범죄를 저질렀다”고 했다. 무니의 폭로 이후 패션계의 표절과 카피 등의 이슈를 다루는 ‘다이어트 프라다’ 인스타그램 계정에 피해를 당했다는 주장이 이어지고 있다.,<대만:ORG>계 디자이너 <알렉산더 왕:PER> <뉴욕타임스:ORG>에 해명 글 보내 “사실 확인도 없고 익명의 출처 등을 통한 명예훼손 행위” 이데일리 <윤정훈:PER> 기자 <미국:ORG>에서 활동하는 유명 패션 디자이너 <알렉산더:PER> <왕:PER> 37 이 성폭행 등 혐의에 대해 공식적으로 부인했다. <알렉산더 왕:PER> 우측 사진 <알렉산더:PER> <왕:PER> <인스타그램:POH> <1:DAT>일 <뉴욕타임즈:ORG>는 <알렉산더 왕:PER>이 성폭행 혐의에 대해 부인하는 공식 입장을 표명해왔다며 이를 공개했다. <대만:ORG>계 미국인인 <왕:PER>은 지난 <2007년:DAT> 자신의 이름을 딴 패션 브랜드를 낸 세계적인 디자이너다. 왕은 “지난 며칠동안 근거없고 터무니없는 거짓 의혹을 받아왔다”며 “이러한 주장은 어떤 사실 확인도 없고 익명의 출처 등을 통한 명예훼손 행위”라고 말했다. 이어 “소셜미디어 계정을 통해 이같은 잘못된 의혹이 증폭됐다”며 “나는 사람들이 말한것처럼 잔혹한 행동을 한번도 하지 않았다”고 폭로에 대해 전면 부인했다. <왕:PER>은 혐의를 부정하는 한편 진상 규명에 대해서도 밝혔다. <왕:PER>은 “이런 잘못된 주장을 발본색원하고 온라인 유포 등의 책임을 묻겠다”고 주장했다. 이번 <왕:PER>의 성추문은 그의 모델로 활동한 적이 있는 오웬 무니가 소셜미디어 틱톡을 통해 <2017:DAT>년 <왕:PER>에게 성추행을 당했다고 폭로하면서 시작됐다. 당초 무니는 성추행 가해자의 신상을 명시하진 않았으나 여러 팬들이 <왕:PER>을 지목하자 사실을 털어놨다. 그는 “알렉산더 <왕:PER>은 성범죄자이며 그는 많은 사람들에게 범죄를 저질렀다”고 했다. 무니의 폭로 이후 패션계의 표절과 <카:PER>피 등의 이슈를 다루는 ‘다이어트 프라다’ 인스타그램 계정에 피해를 당했다는 주장이 이어지고 있다.
대면회의 한번도 안열려 지난해 10월 자연출산율이 0까지 떨어지면서 인구 데드 크로스 가 코앞으로 닥쳤지만 정부 인구정책 컨트롤타워인 저출산고령사회위원회는 사실상 개점 휴업 상태다. 총책임자인 부위원장이 3개월째 공석인 데다 대면 회의가 단 한 번도 열리지 않았다. 1일 매일경제가 확인한 결과 2019년 저출산고령사회위원회 대면 회의는 한 번도 없었고 서면 회의만 네 차례 열렸다. 위원회 관계자는 2019년은 안건을 준비 중이어서 대면 회의가 열리지 못했다 고 설명했다. 총책임자인 부위원장 자리 역시 석 달째 공석이다. 부위원장이었던 김상희 더불어민주당 의원이 작년 9월 임기를 마친 뒤 약 3개월 동안 위원회는 후임을 찾지 못하고 있다. 위원회 관계자는 현재 청와대에서 인사 검증을 진행 중인 것으로 안다 며 다른 위원회처럼 경과 기준이 없어 불가피하게 몇 달 동안 공석 상태인데 경과 기준도 마련할 예정 이라고 답했다.,대면회의 <한번:NOH>도 안열려 지난해 <10월:DAT> 자연출산율이 <0:NOH>까지 떨어지면서 인구 데드 크로스 가 코앞으로 닥쳤지만 정부 인구정책 컨트롤타워인 <저출산고령사회위원회는:ORG> 사실상 개점 휴업 상태다. 총책임자인 부위원장이 <3개월:NOH>째 공석인 데다 대면 회의가 단 <한 번:NOH>도 열리지 않았다. <1일:DAT> <매일경제:ORG>가 확인한 결과 <2019년:DAT> <저출산고령사회위원회:ORG> 대면 회의는 한 번도 없었고 서면 회의만 네 차례 열렸다. 위원회 관계자는 <2019년:DAT>은 안건을 준비 중이어서 대면 회의가 열리지 못했다 고 설명했다. 총책임자인 부위원장 자리 역시 석 달째 공석이다. 부위원장이었던 김상희 더불어<민주당:ORG> 의원이 작년 <9:NOH>월 임기를 마친 뒤 약 <3개월:NOH> 동안 위원회는 후임을 찾지 못하고 있다. 위원회 관계자는 현재 <청와대:ORG>에서 인사 검증을 진행 중인 것으로 안다 며 다른 위원회처럼 경과 기준이 없어 불가피하게 몇 달 동안 공석 상태인데 경과 기준도 마련할 예정 이라고 답했다.
대부분 제주 지정면세점 이용 면세점 연합뉴스TV 제공 황희경 기자 지난해 11월 국내 면세점의 내국인 매출이 신종 코로나바이러스 감염증 코로나19 사태가 본격화한 같은 해 3월 이후 가장 많았던 것으로 나타났다. 1일 한국면세점협회에 따르면 지난해 11월 면세점 매출은 1조4천195억여 원으로 전달보다 2.1% 증가했다. 이 중 내국인 매출은 712억5천100여만 원으로 같은 해 3월 이후 가장 많았다. 내국인 이용객은 57만7천여 명으로 역시 3월 이후 최다였다. 내국인 이용객이 늘면서 면세점 전체 이용객 역시 64만3천여 명으로 3월 이후 가장 많았다. 내국인 이용자 중 92%는 내국인도 이용할 수 있는 면세점인 제주 지역 지정면세점을 이용한 것으로 나타났다. 이들의 구매액은 640억 원 규모다. 외국인 이용자는 6만5천600여 명으로 10월보다 줄었으나 전체 구매액은 1조3천483억여 원으로 늘어 1인당 구매 금액이 증가한 것으로 나타났다. 면세업계 관계자는 코로나19 사태에 큰 변화가 없으면 당분간 이 정도 매출이 유지될 것 이라고 전망했다.,대부분 <제주:LOC> 지정면세점 이용 면세점 <연합뉴스TV:ORG> 제공 <황희경:PER> 기자 지난해 <11월:DAT> 국내 면세점의 내국인 매출이 신종 <코로나바이러스:POH> 감염증 <코로나19:POH> 사태가 본격화한 같은 해 <3월:DAT> 이후 가장 많았던 것으로 나타났다. <1일:DAT> <한국면세점협회:ORG>에 따르면 지난해 <11월:DAT> 면세점 매출은 <1조4천195억여 원:MNY>으로 전달보다 <2.1%:PNT> 증가했다. 이 중 내국인 매출은 <712억5천100여만 원:MNY>으로 같은 해 <3월:DAT> 이후 가장 많았다. 내국인 이용객은 <57만7천여 명으로:NOH> 역시 <3:NOH>월 이후 최다였다<.:PNT> 내국인 이용객이 늘면서 <:NOH>면세점 전체 이용객 역시 <64만3천:NOH>여 <명으로:NOH> <3:NOH>월 이후 가장 많았다<.:PNT> 내국인 이용자 중 <9:NOH><2%:PNT>는 내국인도 이용할 수 있는 <:NOH>면세점인 <제주:LOC> 지역 지정면세점을 이용한 것으로 나타났다<.:PNT> 이들의 구매액은 <640억 원:NOH> 규모다<.:PNT> 외국인 이용자는 <6만5천600:NOH>여 <명으로:NOH> <10:NOH>월보다 줄었으나 전체 구매액은 <1조3천483억:NOH>여 원으로 늘어 <1:NOH>인당 구매 금액이 증가한 것으로 나타났다<.:PNT> 면세업계 관계자는 코로나19 사태에 큰 변화가 없으면 당분간 이 정도 매출이 유지될 것 <:NOH>이라고 <전망했다:PNT><.
대웅제약은 보툴리눔톡신 제제 나보타 의 중국 임상3상 시험을 진행한다고 1일 밝혔다. 이 회사는 최근 중국 상하이 풀만 스카이웨이 호텔에서 임상 연구자 회의를 진행하고 오는 2022년 중국 시장에 나보타 를 출시하는 것을 목표로 임상3상을 진행하기로 했다고 설명했다. 이번 임상연구자 회의는 중국 임상 총괄 책임자인 이청봉 상해교통대학부속병원 제9병원 교수 등 임상 연구진과 병원 관계자 등 약 60여명이 참석했다. 박성수 대웅제약 나보타사업본부장은 중국은 대상 환자가 전세계에서 가장 많은 반면 시장 침투율이 2%대로 낮고 정식으로 허가받은 의약품이 2개 밖에 없다 며 나보타가 시장에 공급되면 중국의 잠재 환자들도 더 쉽고 안전하게 보툴리눔 톡신 시술을 받을 수 있을 것 이라고 밝혔다.,<대웅제약:ORG>은 <보툴리눔톡신:POH> 제제 <나보타:POH> 의 <중국:ORG> 임상3상 시험을 진행한다고 <1일:DAT> 밝혔다. 이 회사는 최근 <중국:LOC> <상하이:LOC> <풀만 스카이웨이 호텔에서:LOC> 임상 연구자 회의를 진행하고 오는 <2022년:DAT> <중국:LOC> 시장에 <나보타:POH> 를 출시하는 것을 목표로 임상<3상을:NOH> 진행하기로 했다고 설명했다. 이번 임상연구자 회의는 <중국:ORG> 임상 총괄 책임자인 <이청봉:PER> <상해교통대학부속병원 제9병원:ORG> 교수 등 임상 연구진과 병원 관계자 등 약 <60여명이:NOH> 참석했다. <박성수:PER> <대웅제약:ORG> <나보타사업본부:ORG>장은 <중국:LOC>은 대상 환자가 전세계에서 가장 많은 반면 시장 침투율이 <2%:PNT>대로 낮고 정식으로 허가받은 의약품이 <2:NOH>개 밖에 없다 며 나보타가 시장에 공급되면 <중국의:LOC> 잠재 환자들도 더 쉽고 안전하게 보툴리눔 톡신 시술을 받을 수 있을 것 이라고 밝혔다.
대한무역투자진흥공사 코트라 김종춘 부사장은 지난 30일 국내외 임직원들의 급여를 공제해 모은 성금 650만원을 ‘성모자애복지관’ 장애 환우들에게 전달했다. 코트라는 2018년부터 연말 성금행사를 통해 매년 장애우 치료비를 기부해왔다. 올해는 언어·인지치료를 제때 받지 못한 5세 10세 장애 환우에게 성금이 전달됐다. 권평오 코트라 사장은 31일 “코로나19가 길어지면서 사회적으로 소외된 이들의 어려움도 커지고 있다”며 “국내외 임직원이 모은 따뜻함이 장애 환우의 온기가 되길 희망한다”고 말했다.,<대한무역투자진흥공사:ORG> <코트라:ORG> <김종춘:PER> 부사장은 지난 <30일:DAT> 국내외 임직원들의 급여를 공제해 모은 성금 <650만원을:NOH> ‘<성모자애복지관:LOC>’ 장애 환우들에게 전달했다. <코트라는:ORG> <2018년부터:DAT> 연말 성금행사를 통해 매년 장애우 치료비를 기부해왔다. 올해는 언어·인지치료를 제때 받지 못한 <5세:NOH> <10세:NOH> 장애 환우에게 성금이 전달됐다. <권평오:PER> <코트라:ORG> 사장은 <31:DAT>일 “<코로나19:POH>가 길어지면서 사회적으로 소외된 이들의 어려움도 커지고 있다”며 “국내외 임직원이 모은 따뜻함이 장애 <환:ORG>우의 온기가 되길 희망한다”고 말했다.
대한상공회의소 본관 전경. © News1 DB 정상훈 기자 대한상공회의소는 1일 올해부터 영국과의 FTA 자유무역협정 가 발효되는 것과 관련해 브렉시트 Brexit 에 선제적으로 대비하는데 도움이 될 것 이라고 기대했다. 대한상의는 이날 강호민 국제본부장 명의의 논평을 통해 이렇게 밝혔다. 강 국제본부장은 기존의 한 EU FTA 체제에서와 같이 한국과 영국의 상호간 관세 철폐가 유지되고 EU산 원재료나 공정 제품에 대해서도 3년간 원산지가 인정되는 등 브렉시트 이후에도 양국간 교역과 투자환경 안정에 기여할 것으로 보인다 고 내다봤다. 그러면서도 영 EU간 협상 타결로 노딜 브렉시트 우려가 감소됐지만 시행 초기 현장애로가 발생할 수 있는 만큼 이에 대한 철저한 대비를 해야 할 것 이라고 지적했다.,<대한상공회의소:ORG> 본관 전경. [UNK] <News1:POH> <DB:POH> <정상훈:PER> 기자 <대한상공회의소:ORG>는 <1:DAT>일 올해부터 <영국:ORG>과의 <FTA:ORG> 자유무역협정 가 발효되는 것과 관련해 <브렉시트:ORG> <Brexit:ORG> 에 선제적으로 대비하는데 도움이 될 것 이라고 기대했다. <대한상의:ORG>는 이날 <강호민:PER> 국제본부장 명의의 논평을 통해 이렇게 밝혔다. <강:PER> 국제본부장은 기존의 <한 EU FTA:ORG> 체제에서와 같이 <한국:ORG>과 <영국:ORG>의 상호간 관세 철폐가 유지되고 <EU:ORG>산 원재료나 공정 제품에 대해서도 <3년간:DUR> 원산지가 인정되는 등 <브렉:ORG>시트 이후에도 양국간 교역과 투자환경 안정에 기여할 것으로 보인다 고 내다봤다. 그러면서도 영 <EU:ORG>간 협상 타결로 노딜 브렉시트 우려가 감소됐지만 시행 초기 현장애로가 발생할 수 있는 만큼 이에 대한 철저한 대비를 해야 할 것 이라고 지적했다.
대한항공은 1일 새벽 인천국제공항에서 ‘2020년 새해 첫 고객맞이’ 행사를 열었다. 새해 첫 고객이 된 정치엔 왼쪽 다섯번째 씨가 하만기 〃 세번째 대한항공 인천공항지점장 이승범 〃 네번째 대한항공 고객서비스부문 부사장 백정선 〃 여섯번째 인천공항공사 여객본부장 등과 함께 기념촬영을 하고 있다. 사진제공 대한항공 서울경제 대한항공은 1일 새벽 인천국제공항에서 ‘2020년 새해 첫 고객 맞이’ 행사를 가졌다고 밝혔다. 새해 첫날 대한항공을 이용해 국내에 입국하는 첫 국제선 고객을 대상으로 하는 환영 행사다. 이날 KE854편을 타고 중국 베이징을 출발해 새벽 1시에 인천국제공항에 도착한 중국인 정치엔 28 씨가 경자년 새해 첫 고객으로 선정돼 환영을 받았다. 정치엔씨는 “신정 연휴를 맞아 관광과 쇼핑을 하면서 한국문화를 경험하기 위해 한국을 찾았다”며 “여행 시작부터 좋은 일이 생겨 이번 한국 방문이 매우 즐거울 것 같다”고 소감을 밝혔다. 정치엔씨에게는 대한항공 중국 노선 프레스티지 클래스 왕복항공권 2매 인천 그랜드하얏트호텔 숙박권 인하국제의료센터 VIP 건강검진권 인천공항공사 기념패 등 축하선물과 꽃다발이 전달됐다.,<대한항공:ORG>은 <1일:DAT> 새벽 <인천국제공항:LOC>에서 ‘<2020년:DAT> 새해 첫 고객맞이’ 행사를 열었다. 새해 첫 고객이 된 <정치엔:PER> 왼쪽 다섯번째 씨가 <하:PER>만기 〃 세번째 <대한항공:ORG> 인천공항지점장 <이승범:PER> 〃 네번째 <대한항공:ORG> 고객서비스부문 부사장 <백정선:PER> 〃 여섯번째 <인천공항공사:ORG> 여객본부장 등과 함께 기념촬영을 하고 있다. 사진제공 <대한항공 서울경제:ORG> <대한항공:ORG>은 <1:DAT>일 새벽 <인천국제공항:LOC>에서 ‘<2020년:DAT> 새해 첫 고객 맞이’ 행사를 가졌다고 밝혔다. 새해 첫날 <대한항공:ORG>을 이용해 국내에 입국하는 첫 국제선 고객을 대상으로 하는 환영 행사다. 이날 <K:ORG>E<85:NOH>4편을 타고 <중국:ORG> <베이징:ORG>을 출발해 새벽 <1:NOH>시에 <인천:ORG>국제공항에 도착한 <중국:ORG>인 정치엔 <28:NOH> 씨가 경자년 새해 첫 고객으로 선정돼 환영을 받았다. 정치엔씨는 “신정 연휴를 맞아 관광과 쇼핑을 하면서 <한국:ORG>문화를 경험하기 위해 <한국:ORG>을 찾았다”며 “여행 시작부터 좋은 일이 생겨 이번 <한국:ORG> 방문이 매우 즐거울 것 같다”고 소감을 밝혔다. 정치엔씨에게는 <대한항공:ORG> <중국:ORG> 노선 프레스티지 클래스 왕복항공권 <2:NOH>매 <인천:ORG> 그랜드하얏트호텔 숙박권 인하국제의료센터 VIP 건강검진권 <인천공항:ORG>공사 기념패 등 축하선물과 꽃다발이 전달됐다.
대한항공은 인천국제공항에서 2020년 새해 첫 고객맞이 행사를 가졌다. 하만기 대한항공 인천공항지점장 왼쪽에서 세번째 이승범 대한항공 고객서비스부문 부사장 왼쪽에서 네번째 새해 첫 고객 중국인 정치엔 씨 왼쪽에서 다섯번째 백정선 인천공항공사 여객본부장 왼쪽에서 여섯번째 대한항공 제공 2020.01.01 뉴스1 © 뉴스1 권구용 기자 대한항공 국제선을 통해 한국에 입국한 올해 첫 손님은 중국인 여성이었다. 대한항공은 인천국제공항에서 2020년 새해 첫 고객맞이 행사를 가졌다고 1일 밝혔다. 대한항공의 새해 첫 고객맞이 행사는 새해 첫날 대한항공을 이용해 국내에 입국하는 첫 국제선 고객을 환영하는 행사로 이날엔 이승범 대한항공 고객서비스부문 부사장 백정선 인천공항공사 여객본부장 등 양사 관계자들이 참석했다. 이날 KE854편을 타고 중국 베이징을 출발 새벽 1시에 인천국제공항에 도착한 중국인 정치엔씨 28 여 가 경자년 새해 첫 고객으로 선정됐다. 새해 첫 손님으로 선정된 정치엔씨에게는 환영 인사와 함께 대한항공 중국노선 프레스티지 클래스 왕복항공권 2매 인천 그랜드하얏트 호텔 숙박권 인하국제의료센터 VIP 건강검진권 인천공항공사 기념패 등 푸짐한 축하선물과 꽃다발이 전달됐다. 한편 대한항공 새해 첫 출국편은 오전 7시 45분 인천 출발 마닐라행 KE621편이다.,<대한항공:ORG>은 <인천국제공항:LOC>에서 <2020년:DAT> 새해 첫 고객맞이 행사를 가졌다. <하만기:PER> <대한항공:ORG> <인천공항:LOC>지점장 왼쪽에서 세번째 <이승범:PER> <대한항공:ORG> 고객서비스부문 부사장 왼쪽에서 네번째 새해 첫 고객 중국인 <정치엔:PER> 씨 왼쪽에서 다섯번째 <백정선:PER> <인천공항공사:ORG> 여객본부장 왼쪽에서 여섯번째 <대한항공:ORG> 제공 <2020.01.01:DAT> <뉴스1:NOH> [UNK] <뉴스1:POH> <권구용:PER> 기자 <대한항공:ORG> 국제선을 통해 <한국:LOC>에 입국한 올해 첫 손님은 중국인 여성이었다. <대한항공:ORG>은 <인천국제공항:LOC>에서 <2020년:DAT> 새해 첫 고객맞이 행사를 가졌다고 <1:DAT>일 밝혔다. <대한항공:ORG>의 새해 첫 고객맞이 행사는 새해 첫날 <대한항공:ORG>을 이용해 국내에 입국하는 첫 국제선 고객을 환영하는 행사로 이날엔 이승범 <대한항공:ORG> 고객서비스부문 부사장 백정선 <인천공항:LOC>공사 여객본부장 등 양사 관계자들이 참석했다. 이날 <K:ORG>E<854:NOH>편을 타고 <중국:ORG> <베이징:LOC>을 출발 새벽 <1:NOH>시에 <인천:LOC>국제공항에 도착한 <중국:ORG>인 정치엔씨 <28:NOH> 여 가 경자년 새해 첫 고객으로 선정됐다. 새해 첫 손님으로 선정된 정치엔씨에게는 환영 인사와 함께 <대한항공:ORG> <중국:ORG>노선 프레스티지 클래스 왕복항공권 <2:NOH>매 <인천:LOC> 그랜드하얏트 호텔 숙박권 인하국제의료센터 VIP 건강검진권 <인천공항:LOC>공사 기념패 등 푸짐한 축하선물과 꽃다발이 전달됐다. 한편 <대한항공:ORG> 새해 첫 출국편은 오전 <7:NOH>시 <45:NOH>분 <인천:LOC> 출발 마닐라행 <K:ORG>E621편이다.
더욱 강화된 AI 탑재해 사용성 더욱 편리하게 해 아이뉴스24 윤선훈 기자 삼성전자는 5년 연속 CES 혁신상을 수상한 패밀리허브 냉장고 신제품을 오는 7일 현지시간 미국 라스베이거스에서 열리는 CES2020 에서 최초로 공개한다고 1일 밝혔다. 삼성 냉장고 패밀리허브는 지난 2016년 업계 최초로 사물인터넷 IoT 과 AI 기술을 접목해 첫 선을 보인 제품이다. 신제품은 한 단계 진화한 인공지능 푸드 AI 를 통해 맞춤형 식단과 레시피 제공 내부 식재료 자동 인식 더 간편해진 식료품 온라인 주문 등이 가능해졌다. 출처 삼성전자 맞춤형 식단과 레시피를 제안하기 위해 푸드 서비스 관리 와 식단 플래너 기능도 새롭게 추가됐다. 이 기능은 구성원들이 사전 등록한 선호 음식을 바탕으로 자주 활용한 식재료가 무엇인지 분석해 각자의 식성에 맞는 맞춤형 식단과 레시피를 추천해준다. 냉장고 내부를 확인하는 뷰인사이드 기능도 개선됐다. 기존에는 단순히 내부 식재료 확인만 가능했는데 이제는 냉장고가 보관된 식재료를 스스로 인식해 새로 추가되거나 남은 식재료 정보를 푸드 리스트 에 반영한다. 또 이 재료로 요리할 수 있는 레시피도 알려준다. 필요한 식재료가 냉장고에 없다면 쇼핑 리스트 에 필요 물품을 보낼 수 있고 패밀리허브에서 온라인 주문도 가능하다. 가족들 간 서로의 일상을 공유하고 소통할 수 있는 공간인 패밀리보드 도 사진에서 동영상 웹사이트 URL까지 공유할 수 있게 됐다. 가족들의 일정을 알 수 있는 캘린더 기능도 추가됐다. 2020년형 패밀리허브는 국내 시장에서는 비스포크 디자인과 결합해 오는 4월경 출시될 예정이다.,더욱 강화된 AI 탑재해 사용성 더욱 편리하게 해 <아이뉴스24:ORG> <윤선훈:PER> 기자 삼성전자는 <5년:NOH> 연속 <CES:POH> 혁신상을 수상한 패밀리허브 냉장고 신제품을 오는 <7:DAT>일 현지시간 <미국:LOC> <라스베이거스:LOC>에서 열리는 <CES2020:POH> 에서 최초로 공개한다고 <1일:DAT> 밝혔다. <삼성:ORG> 냉장고 <패밀리허브:POH>는 지난 <2016년:DAT> 업계 최초로 사물인터넷 IoT 과 AI 기술을 접목해 첫 선을 보인 제품이다. 신제품은 한 단계 진화한 인공지능 푸드 AI 를 통해 맞춤형 식단과 레시피 제공 내부 식재료 자동 인식 더 간편해진 식료품 온라인 주문 등이 가능해졌다. 출처 삼성전자 맞춤형 식단과 레시피를 제안하기 위해 푸드 서비스 관리 와 식단 플래너 기능도 새롭게 추가됐다. 이 기능은 구성원들이 사전 등록한 선호 음식을 바탕으로 자주 활용한 식재료가 무엇인지 분석해 각자의 식성에 맞는 맞춤형 식단과 레시피를 추천해준다. 냉장고 내부를 확인하는 뷰인사이드 기능도 개선됐다. 기존에는 단순히 내부 식재료 확인만 가능했는데 이제는 냉장고가 보관된 식재료를 스스로 인식해 새로 추가되거나 남은 식재료 정보를 푸드 리스트 에 반영한다. 또 이 재료로 요리할 수 있는 레시피도 알려준다. 필요한 식재료가 냉장고에 없다면 쇼핑 리스트 에 필요 물품을 보낼 수 있고 패밀리허브에서 온라인 주문도 가능하다. 가족들 간 서로의 일상을 공유하고 소통할 수 있는 공간인 패밀리보드 도 사진에서 동영상 웹사이트 URL까지 공유할 수 있게 됐다. 가족들의 일정을 알 수 있는 캘린더 기능도 추가됐다. <2020:NOH>년형 패밀리허브는 국내 시장에서는 비스포크 디자인과 결합해 오는 <4:NOH>월경 출시될 예정이다.
도미노피자 희망나눔기금 전달. 왼쪽부터 김한석 서울대어린이병원장 오광현 한국도미노피자 회장 도미노피자 전속모델 박서준 김연수 서울대병원장. 서울대어린이병원은 30일 ‘도미노피자 희망나눔기금 전달식’을 진행했다. 희망나눔기금은 2006년부터 도미노피자가 시행하는 사회공헌활동으로 희망나눔세트 판매수익금 일부를 소아청소년 의료비지원 소아질환연구 아동복지기금에 사용하고 있다. 도미노피자는 2008년부터 12년 동안 서울대학교어린이병원 저소득층 환자를 후원해왔다. 이날 행사에서는 서울대학교어린이병원 소아청소년 환아들을 위한 희망나눔기금 1억 원을 전달했으며 김연수 서울대병원장 오광현 한국도미노피자 회장 김한석 서울대어린이병원장 도미노피자 전속모델 박서준 등이 참석했다. 김연수 서울대병원장은 “서울대병원의 환아들을 위해 따뜻한 기부를 꾸준히 이어가고 있는 도미노피자에 감사하다. 기부금이 꼭 필요한 환아에게 사용될 수 있도록 노력하겠다”고 밝혔다. 오광현 도미노피자 회장은 “도미노피자를 사랑해주시는 고객들과 함께 모은 기금이 소아청소년 환아들의 치료비로 쓰일 수 있게 돼 기쁘다. 도미노피자는 앞으로도 소아청소년 환아들에게 희망을 주기 위해 다양한 나눔활동을 실천하기 위해 노력하겠다”고 말했다.,<도미노피자:ORG> 희망나눔기금 전달. 왼쪽부터 <김한석:PER> <서울대어:ORG>린이병원장 <오광현:PER> <한국도미노피자:ORG> 회장 <:ORG><도미노피자:ORG> 전속모델 <박서준:PER> <김연수:PER> <서울대병원:ORG>장. <서울대어린이병원:ORG>은 <30일:DAT> ‘<도미노피자:ORG> 희망나눔기금 전달식’을 진행했다. 희망나눔기금은 <2006년부터:DAT> <도미노피자가:ORG> 시행하는 사회공헌활동으로 희망나눔세트 판매수익금 일부를 소아청소년 의료비지원 소아질환연구 아동복지기금에 사용하고 있다. <도미노:ORG>피자는 <2008:DAT>년부터 <12:NOH>년 동안 <서울대학교:ORG>어린이병원 저소득층 환자를 후원해왔다. 이날 행사에서는 <서울대학교:ORG>어린이병원 <소아:ORG>청소년 <환아:ORG>들을 위한 희망나눔기금 1억 <원:ORG>을 전달했으며 <김:PER>연수 <서울대:ORG>병원장 <오광:ORG>현 <한국:ORG>도미노피자 회장 <김:PER>한석 <서울대:ORG>어린이병원장 <:ORG>도미노피자 전속모델 <박:PER>서준 등이 참석했다. <김:PER>연수 <서울대:ORG>병원장은 “서울대병원의 <환아:ORG>들을 위해 따뜻한 기부를 꾸준히 이어가고 있는 <:ORG>도미노피자에 감사하다. 기부금이 꼭 필요한 <환아:ORG>에게 사용될 <수:ORG> 있도록 노력하겠다”고 밝혔다. <오광:ORG>현 <:ORG>도미노피자 회장은 “도미노피자를 사랑해주시는 고객들과 함께 모은 <:ORG>기금이 <소아:ORG>청소년 <환아:ORG>들의 치료비로 쓰일 <수:ORG> 있게 돼 기쁘다. <:ORG>도미노피자는 앞으로도 <소아:ORG>청소년 <환아:ORG>들에게 희망을 주기 위해 다양한 <나:ORG>눔활동을 실천하기 위해 노력하겠다”고 말했다.
